asin,Manufacturer,description,price,reviewsCount,stars,title,url
B0B5NBLGBQ,UPPERCASE,"If you feel all backpacks are just the same old boring black and grey bags, read on. Especially if you are stylish and are looking for one that will complement your style. This handcrafted uppercase RollTop Laptop Backpack is the perfect stylish, sleek, and sturdy yet lightweight laptop backpack. It is large enough to hold a 15"" laptop and leave you more than enough space to pack your other essentials. It is visually striking with a classic European design. Whether you are a college student or a working professional, this is the ideal everyday backpack. Designed with care - Spacious compartment that can carry 3+ A4-sized books or a set of clothes, and all your essential chargers and electronics. - Internal organiser to store your power bank and cables. - Front access pocket to easily carry important small items. - Bottle holder on the side. - Convenient trolley sleeve on the back allows it to be securely placed on a trolley for longer journeys. - Superior material quality - Premium Nylon-sheen fabric gives the backpack a smooth and glossy feel that is a joy to touch. - Air mesh on the back optimises breathability and regulates temperature while you wear the backpack. Designed for good - A promise of sustainable and ethical production uppercase is committed to partnering with you in building a world more beautiful. All our products are made from sustainable materials and are GRS (Global Recycle Standard) certified. Our manufacturing processes conform to the highest and most stringent GRS criteria. We ensure fixed working hours, minimum wages, and no child labour. We maintain strict standards in factory safety, energy management, and waste disposal management. We do not use any restricted or harmful chemicals. Every Roll Top Laptop Backpack bought helps reduce 9 1-litre plastic bottles from the planet, helps conserve 117ml of crude oil, and prevents 584g of CO₂ emission. * *Approximate calculations based on information available on www.textilevaluechain.in",1400,17,5,"uppercase Medium 14L Laptop Backpack 2100EBP1 Roll Top Office - College 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/dp/B0B5NBLGBQ
B01JRNQDVA,BEST DEAL,"The Best Deal Backpack is designed to protect up to 15.6 Inch widescreen laptops and is constructed of 100% recycled polyester material. Cool, Modern style for Best Deal users, Exterior fabric made of 100% recycled polyster. Comfortable back panel and shoulder straps.Convenient quick-access pocket includes key clip, pen loops, business card holder, accessory compartments, water bottle holder .",390,287,3.2,Best Deal Laptop Bags for HP/Dell Etc.,https://www.amazon.in/dp/B01JRNQDVA
B08SMJG8KC,Nike,NIKE_ADULT UNISEX_BACKPACK_NK BRSLA M BKPK - NFS_UNIVERSITY RED/BLACK/WHITE_CK0932-657_MISC,1909,14,3.9,"""Nike BACKPACK RED Day pack Daybreak Bag Boy Girl Causal Travel 15"" Laptop 24 litres"", university red/black/white, one size (CK0932-657)",https://www.amazon.in/dp/B08SMJG8KC
B08W2C3QKM,Touristiano,"This durable and lightweight backpack can keep you sorted throughout the day while also being super stylish, thus making it the perfect modern and functional accessory for any user – male or female. This backpack can be the perfect complement to your bold and charismatic persona, while its multiple inner chambers can hold all your stuff with convenience. Backpack is both stylish, comfortable, and fits for laptop and laptop accessories, school books, lunch and much more! For best organization and easy access, the backpack features a subdivided main compartment as well as a secondary compartment, and It has Extra Long Adjustable Straps. Its clean design makes the backpack ideal for classrooms and boardrooms alike.",525,571,3.1,"Touristiano Water Resistant College School Book Bag Laptop Computer, Travel Backpacks Laptop Bag for Women Men (Grey) (Navy Blue)",https://www.amazon.in/dp/B08W2C3QKM
B081KGQ3M4,Lavie,,607,1150,4,Lavie Women's Medium Mamo Dome Sling Bag | Ladies Purse Handbag | Crossbody Sling Strap,https://www.amazon.in/dp/B081KGQ3M4
B097C34WVH,Baggit,"Contrasting bands on the front elevates this sling bag with a top zip that opens to a roomy interior to hold all your essentials-keys, phone and wallet when commuting. There's a lot to love about this bag, the gorgeous color and silhouette. Sling this bag across your body or wear it on your shoulder with a casual outfit. This bag will look smart 24 hours in a day and you'll want to reach for it a thousand times! Features: • Cruelty-Free PVC Material • Light orange exterior • 1 main, spacious compartment • 1 interior zippers • Easy access back zipper • Adjustable handle",499,22,4,Baggit Women Hobo Handbag (LIGHT ORANGE),https://www.amazon.in/dp/B097C34WVH
B09929PM71,Baggit,,556,97,4.2,Baggit Women's Sling Bag,https://www.amazon.in/dp/B09929PM71
B012D518O6,Wildcraft,"The double compartment laptop bag has a padded sleeve for your laptop, an internal organiser and quick access pockets to store your essentials and accessories. With a side mesh pocket for your sipper or water bottle, the backpack has a Ventex back system that reduces perspiration. With ample support from the well cushioned back and a padded quick grab haul loop, this backpack is ideal for everyday use and for travel upto 2 days",1639,365,4.2,Wildcraft Turnaround Polyester 35 Ltrs Black Laptop Bag (8903338054696),https://www.amazon.in/dp/B012D518O6
B08TR8RMNH,Storite,,799,615,4.1,"Storite Stylish Small PU Leather Sling Cross Body Travel Office Messenger One Side Shoulder Bag for Men Women(Brown, 20.5x9x16.5cm)",https://www.amazon.in/dp/B08TR8RMNH
B08X3K954Z,Afco Bags,"AFCO Laptop Bag with its double compartments and two side pockets is designed in a wear-resistant polyester material, to hold your laptop, wires, chargers, stationery, bottles, etc. with ease. Where the 15.6” laptop compartment can hold your laptop, the organiser compartment is designed for quick access to your money, chargers, stationery, keys etc. Two pockets on the sides can be used to store bottles, tickets, small change and other such items that you might need handy.",749,2,4.6,Afco Bags Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students (19 Inch) ( Black ),https://www.amazon.in/dp/B08X3K954Z
B07SRFGK6H,Skybags,The product will be an excellent pick for you. It ensures an easy maintenance.,1150,444,4,"Skybags Arthur 30 L Laptop Backpack (Grey), Free Size (PLBPARTHGRY)",https://www.amazon.in/dp/B07SRFGK6H
B09YRR58YQ,Capriff,,729,7,3.6,"Capriff Unisex Waterproof Laptop Bag/Backpack with Rain Cover, Adjustable Strap & 2 Compartment (Teal, 35 L)",https://www.amazon.in/dp/B09YRR58YQ
B097JMR4M6,Safari,"Seek 32L is a compact offering from Safari's overnighter laptop backpack ranges. Equipped with a unique offering of luggage-like opening (or book opening), this bag is perfect to meet ALL your travel needs - Work or Adventure Leisure! Made out of water-resistant fabric & front panel design, it serves as a highly elegant look. On the inside, cross packing straps are provided to help organise your packing. With a 17"" laptop and a tablet compatibility compartment Seek 32 has a total capacity of 32 liters, provided with compression straps and breathable back mesh that prevents the back of the backpack from overheating. Go ahead and add this friendly Seek overnighter backpack to your travel collection, whether it be for a short business trip or a weekend getaway!",1799,,,"Safari Seek 32 Ltrs Overnighter Travel Laptop Backpack (Black), Water Resistant Spacious Bag pack for Travelling and Camping, All-Purpose Bag for Business & Leisure",https://www.amazon.in/dp/B097JMR4M6
B09CTD98LR,Generic,"Hi Cute Kids Backpack Is A Perfect Backpack For Toddlers Or Kids Headed To Preschool, Daycare, Hiking, And Day Trips. This Bag Is Made Up Of High-Quality Finest Material Which Is Soft To Touch, Cute And Adorable, Perfect-Size For Little Ones, This Perfectly-Sized Zoo Pack Feature A Friendly Animal Face, Top Hanging Loop, Crafted Details. The Cartoon Backpack Is The Best Gift For Kids. Every Little Kid Wants Cute, Cool Animal Toddler Backpacks. Lovely Animals Attractive Design, Bright And Multi-Color. It Is Very Soft And Lightweight. The Super Lightweight Makes Your Kids Easy To Carry Around. The Padded Shoulder Straps Are Also Adjustable, Making Them Comfy For Little Shoulders.",166,40,3.2,Raj Collection Cute Kids Backpack Toddler Bag Plush Animal Cartoon Mini Travel Bag for Baby Girl Boy 1-6 Years (Pink Minnie) or Girlfriend/Birthday Gift/Boy/Girl,https://www.amazon.in/dp/B09CTD98LR
B07MNRTDK5,Fristo,,489,5020,4,Fristo Women's Handbag (FRB-315_Red),https://www.amazon.in/dp/B07MNRTDK5
B071RXRCXR,AUXTER,"This AUXTER Music Print School/college/ Casual Backpack is Made from Durable & Lite Weight Material. Adjustable straps make it easy and comfortable to carry for all day use. This backpack has 1 Roomy Main Compartment, One Large Front Zipper Pockets to Hold Accessories, internal Mesh Pocket Organizer for Valuable Items and 2 Side Mesh Pockets for Water Bottle or Umbrella. This Backpack is perfect For Daily Use, Office, School, College, Travel etc.",518.94,3011,3.8,AUXTER Polyester Music 15 Ltrs Casual School Bag College Backpack for Boys and Girls (Black),https://www.amazon.in/dp/B071RXRCXR
B08SMKF3WP,Grazia,"Laptop Case Backpack for Laptops up to 15.6"" / Keeps your laptop safe and help you carry other essentials / Extremely spacious / Many compartments with zipper closures and pockets / Made of tough and durable material that ensures durability / Handle on the top as well as adjustable double padded shoulder straps / Washable",495,60,3.1,"Grazia Laptop Bag for All Size (Black, 15.6 Inch)",https://www.amazon.in/dp/B08SMKF3WP
B08XK7RQFR,DEIN KLEIDER,,289,375,4.1,DEIN KLEIDER Nylon Crossbody Messenger Sling Pouch Bag for Men & Women,https://www.amazon.in/dp/B08XK7RQFR
B07DN9MW5M,Gods,,3099,511,4.5,"Xator 15.6 inch Anti-Theft Laptop Backpack, Adaptable, Light Weight, Convertible and Expandable, Quick Access Pockets, Water Resistant",https://www.amazon.in/dp/B07DN9MW5M
B09NFSC3RP,SHW SOLAR,"SHW Solar Black Laptop Bag - Spacious, stylish bag with padded laptop compartment suitable for 15.6"" laptop, water bottle holder, two main compartment and one front pocket offering good space.",349,62,3.9,"SHW SOLAR BLACK LAPTOP BAG WITH PADDED LAPTOP COMPARTMENT SUITABLE FOR 15.6"" LAPTOP II ADJUSTABLE STRAPSII WATER BOTTLE POCKETII TWO COMPARTMENTS",https://www.amazon.in/dp/B09NFSC3RP
B0B5MT1HQK,FUMUZZA,"FUMUZZA 35L Backpack is the ideal school/college/travel bag for your daily needs. It has 3 large compartments, 1 front zippered pocket, 1 side water bottle holder. An anti-theft internal organiser helps to secure your cables, keys and other valuable items. Padded shoulder straps and back panel ease the weight of heavier loads. Top-mounted, padded handle and reinforced haul loop for quick grab Use : College Bag, School Bag, Casual Bag, Stylish Bag, Daily use. Heavy Duty Zippers & Sliders Real world performance Tested for Durability Lightweight Water-resistant fabric This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover.",749,,,"Tatuaa Small 35 L Laptop Backpack Laptop Bag for 13/14/15.6 Inch, Slim durable Travel Backpacks",https://www.amazon.in/dp/B0B5MT1HQK
B082QZRX7F,Artistix,,1218,1057,4.2,"Artistix Laptop Backpack (35 Litre, 46 cm) (Onyx_Black)",https://www.amazon.in/dp/B082QZRX7F
B099ZZ57FT,Luvlap,"Baby Breast Milk Storage Bags, BPA Free Disposable Milk Freezer Bags for Breast Feeding (Pack of 25 Bags)",125.71,311,4.4,"LuvLap Baby Breast Milk Storage Bags (Pack of 25), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent",https://www.amazon.in/dp/B099ZZ57FT
B083KT67CY,Lavie Sport,This bright Maroon Lavie Sport Backpack includes spacious compartments and Organisers for your personal belongings and comes with a slip sleeve pocket for your laptop. Perfect as a school bag or college bag.,699,168,3.8,Lavie Sport Charge 35 litres Laptop Backpack | School College Bag for Boys & Girls,https://www.amazon.in/dp/B083KT67CY
B07FF4KCYP,NISUN,,1499,444,4.1,NISUN Large Strong Travel Luggage Duffel Storage Bag with Wheels (73 x 27.5 x 45 cm) - Green,https://www.amazon.in/dp/B07FF4KCYP
B09F9ZFMT4,Baggit,,795,14,4,Baggit Women's Sling Bag,https://www.amazon.in/dp/B09F9ZFMT4
B01D785OJ8,BeyBee,,649,748,4.4,"BeyBee Baby Diaper Nappy Changing Baby Diaper Bag/Baby Bag/Mummy Bag/Handbag Mama's Bag {Diaper Bag} (Dark Blue, One Size)",https://www.amazon.in/dp/B01D785OJ8
B09T6P8B5J,BALIXO,"LOTS OF STORAGE SPACE&POCKET One separate laptop compartment hold 15.6 Inch Laptop as well as 15 Inch,14 Inch and 13 Inch Laptop. One spacious packing compartment roomy for daily necessities , tech electronics accessories. Front compartment with pocket, pen pockets and make your items organized and easier to find.This backpack is sleek and classy, great for school, business and travel .Adjustable shoulder straps on this durable backpack have a breathable mesh material facing the back for extra comfort.",399,25,3.6,"BALIXO Laptop Backpack 15.6 Inch, Water-Repellent, Lightweight Design, Sleek for Travel, Business Casual or College, for Men or Women",https://www.amazon.in/dp/B09T6P8B5J
B08FRKTN12,Kuber Industries,,554.78,213,4,Kuber Industries Disney Mickey Mouse Print 14 inch Waterproof Polyester School Bag/Backpack for Kids (Black)-KUBMART3442,https://www.amazon.in/dp/B08FRKTN12
B09F3R3R6B,Baggit,,499,140,3.6,Baggit Women's Sling Bag,https://www.amazon.in/dp/B09F3R3R6B
B0B1GHRTFF,Martucci,"Mrtucci Casual Laptop Backpack Practical trend backpack, both very convenient to incorporate digital equipment, but also to give you large capacity main pockets to put some clothes, some books, bottle or something else. Multipurpose: suitable for business, school, hiking, travelling, camping, sports, school. To meet all your travel needs. Durable: made with superior quality Nylon fabric material and ensured for maximum durability and making the texture become ultra-durable and better ventilation not easy to deformation. This bag will last for many years. Comfortable: breathable mesh and wide shoulder straps with plentiful sponge padding help relieve the stress from your shoulder. You can to adjust the length of the shoulder straps if you need. Well-made and designed: it's attractive and functional looking. The whole backpack were designed and built very well and there are two compartments and reduced burden system designed.",639,11,5,Martucci 16 inch 36L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,https://www.amazon.in/dp/B0B1GHRTFF
B09B7KC93T,HEROZ,,1099,642,4.2,HEROZ Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Black),https://www.amazon.in/dp/B09B7KC93T
B0756WRR9Z,Zipline,,1268,787,4.3,Zipline Office Laptop Vegan Leather Executive Formal 15.6 inch Laptop & MacBook Briefcase Messenger/Office/Travel/Business Bag for Men Women with Multiple compartments (Brown),https://www.amazon.in/dp/B0756WRR9Z
B07QHLBBPM,Genie,"Genie Lush Backpack for Women - 3 compartments, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags , Easy to Carry Backpacks for Women. Latest collection (Black)",899,749,4.2,"Genie Lush 36 litres Black School Backpack for Girls (19 inch, 3 Compartments, Water Resistant)",https://www.amazon.in/dp/B07QHLBBPM
B0757MBSS6,Gear,"One wide access main compartment, one additional front pocket and one bottle pocket. Easily Adjustable padded shoulder straps with anti-sweat fabric underneath.",416,1678,3.8,Gear 21 Ltrs Black Grey Casual Backpack (MDBKPECO50104),https://www.amazon.in/dp/B0757MBSS6
B09RK6NCGC,Trajectory,,1399,40,4.2,Trajectory Elegant Vegan Leather 15.6 Inch Laptop Messenger Office Bag with 10 years warranty and dual compartment with expandable bottom used as shoulder and handbag For Men and Women,https://www.amazon.in/dp/B09RK6NCGC
B0B3J2R6VP,American Tourister,"At American Tourister, we believe travel should be fun. We take pride in making stylish, high quality, and yeah, fun backpacks that you can rely on. Marking our presence in 100+ countries making it the most preferred luggage brand worldwide. This lightweight & voluminous backpack comes with multiple compartments & a separate rain cover compartment that make it perfect for your college/office/school or outdoor travel. This backpack made of durable polyester fabric, is equipped with 3 full compartments to hold enough notebooks, textbooks & journals for your college or clothes & additional supplies for a weekend of travel. The backpack has an internal organizer that provides easy access to your phone charger, stationery or whatever you need on the go and still has ample space left for your headphones, your personal diary or the novel you're currently hooked on to. This backpack also has a front stash compartment big enough to accommodate your essentials like phone, power bank, wallet, etc. It has padded mesh back & shoulder straps with breathable system for better back support. It comes with pockets on both sides to comfortably accommodate your bottle or umbrella for convenience of access. Protect your bag from rainy weather or dust with a lightweight, packable rain cover that's made with an adjustable elastic closure for a secure fit around your backpack. Each backpack passes a series of rigorous global quality tests.",1099,1,4,AMT ARC BACKPACK 01- BLUE,https://www.amazon.in/dp/B0B3J2R6VP
B07V47HHRG,AirCase,,1410,449,4,"AirCase Premium Vegan Leather Messenger Bag fits upto 15.6"" Laptop/Macbook with Handles & Detachable Shoulder Strap |Multiple Spacious Compartments Stylish | Water Repellent & Durable",https://www.amazon.in/dp/B07V47HHRG
B083DYV9ZW,TRAWOC,,2011,1091,4.4,TRAWOC 80L Travel Backpack Camping Hiking Rucksack Trekking Bag with Water Proof Rain Cover / Shoe Compartment- BHK001 Black,https://www.amazon.in/dp/B083DYV9ZW
B08R7S55H4,Lenovo,"The Lenovo Professional Backpack is designed for younger generations who need a versatile bag capable of handling any situation. Styled in classic dark blue and dark grey, the colors accentuate the sturdy materials the bag is constructed of. Designed for 15.6” Lenovo laptops, the backpack walks the line between function and form. It utilizes durable materials, and robust features set to cater to its audience's every need.",999,451,4.2,"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap",https://www.amazon.in/dp/B08R7S55H4
